delivery_id,order_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,cost_per_km,total_delivery_time_minutes,cost_per_minute,satisfaction_per_pound,customer_id,is_high_risk,override_intensity,has_proof_issue,service_quality_score
DL00224,O00960,D034,V040,H07,2025-01-20 03:14:00,2025-01-20 03:27:00.000000,OnTime,11.88,0,0,3.79,14.2,1.195286195286195,13.0,1.0923076923076922,0.26690140845070426,C0554,0,0.0,0,92.44
DL00225,O00056,D150,V044,H05,2025-10-05 20:44:00,2025-10-06 00:53:02.095072,OnTime,6.21,2,0,3.98,14.94,2.4057971014492754,249.03491786666666,0.05999158723596696,0.26639892904953144,C0271,0,0.322061191626409,0,89.8
DL00226,O00823,D119,V030,H06,2025-02-05 21:33:00,2025-02-06 09:56:15.951005,Delayed,9.28,0,0,2.17,10.29,1.1088362068965516,743.2658500833334,0.013844306177724036,0.2108843537414966,C0264,0,0.0,0,57.31
DL00227,O01138,D083,V114,H04,2024-02-08 18:51:00,2024-02-08 20:38:03.973692,OnTime,16.490000000000002,2,0,4.65,13.68,0.8295936931473619,107.0662282,0.12777138253573034,0.33991228070175444,C0409,0,0.12128562765312309,0,96.37
DL00228,O01094,D052,V085,H04,2024-08-22 11:22:00,2024-08-22 10:34:20.985351,OnTime,6.68,2,0,4.05,11.59,1.7350299401197606,-47.65024415,,0.34943917169974115,C0204,1,0.29940119760479045,0,90.51
DL00229,O00518,D050,V036,H02,2025-12-11 02:26:00,2025-12-11 13:40:02.515856,OnTime,14.89,0,0,3.97,13.89,0.9328408327736736,674.0419309333333,0.0206070265996164,0.28581713462922964,C0112,0,0.0,0,93.56
DL00230,O00303,D055,V037,H06,2025-07-22 05:41:00,2025-07-23 00:56:58.415169,Failed,14.85,1,0,2.34,13.21,0.8895622895622897,1155.97358615,0.011427596753310123,0.1771385314155942,C0514,1,0.06734006734006734,0,57.58
DL00231,O00670,D014,V046,H05,2024-03-27 23:40:00,2024-03-28 02:54:39.523324,OnTime,13.07,0,0,4.72,3.86,0.2953328232593726,194.65872206666666,0.01982957639410593,1.2227979274611398,C0305,0,0.0,0,98.25
DL00232,O00397,D050,V101,H06,2025-06-18 19:47:00,2025-06-19 09:18:18.249166,OnTime,29.8,1,0,3.71,14.58,0.4892617449664429,811.3041527666667,0.01797106541397582,0.25445816186556924,C0417,0,0.03355704697986577,0,91.54
DL00233,O01173,D094,V020,H04,2024-02-08 11:24:00,2024-02-08 17:48:05.084656,OnTime,5.36,0,0,4.5,11.41,2.128731343283582,384.0847442666667,0.029706985685633316,0.3943908851884312,C0194,0,0.0,0,96.88
DL00234,O00340,D056,V028,H01,2025-02-10 03:37:00,2025-02-10 06:18:46.049848,OnTime,13.52,1,0,2.88,6.77,0.5007396449704142,161.76749746666667,0.0418501868794441,0.4254062038404727,C0127,0,0.07396449704142012,0,85.87
DL00235,O00507,D022,V109,H05,2025-12-13 06:42:00,2025-12-14 03:05:08.091772,Failed,18.87,0,0,3.68,19.15,1.014838367779544,1223.1348628666667,0.015656491022680897,0.19216710182767627,C0484,1,0.0,0,66.75
DL00236,O00013,D163,V009,H07,2024-03-29 22:48:00,2024-03-30 20:39:02.394303,OnTime,20.12,2,0,3.74,17.02,0.8459244532803181,1311.03990505,0.012982060984139836,0.21974148061104584,C0234,0,0.09940357852882703,0,90.94
DL00237,O00082,D135,V099,H06,2024-07-30 05:49:00,2024-07-30 15:01:15.776025,OnTime,12.83,1,0,3.62,20.26,1.5791114575214342,552.26293375,0.03668542420985899,0.1786771964461994,C0531,0,0.0779423226812159,0,90.45
DL00238,O00979,D146,V077,H04,2025-01-08 05:27:00,2025-01-08 15:41:00.475033,OnTime,14.2,2,0,4.02,13.01,0.9161971830985915,614.0079172166667,0.021188651864580316,0.30899308224442734,C0257,1,0.14084507042253522,0,92.2
DL00239,O00052,D019,V010,H06,2024-08-14 09:02:00,2024-08-15 01:09:18.015871,Delayed,13.6,1,0,3.72,16.0,1.1764705882352942,967.3002645166666,0.016540882481816295,0.2325,C0150,0,0.07352941176470588,0,66.13
DL00240,O01169,D131,V070,H06,2025-11-06 15:56:00,2025-11-07 02:10:49.323911,Failed,38.25,1,0,3.34,21.21,0.5545098039215687,614.8220651833333,0.03449778594669566,0.15747289014615745,C0158,1,0.026143790849673203,0,64.31
DL00241,O00187,D155,V084,H07,2024-12-30 18:28:00,2024-12-31 04:43:09.844483,OnTime,10.78,0,0,5.0,15.96,1.4805194805194808,615.1640747166666,0.025944297880774143,0.3132832080200501,C0070,0,0.0,0,100.0
DL00242,O00119,D137,V108,H07,2024-05-25 22:51:00,2024-05-26 08:01:37.790962,Delayed,4.26,2,0,1.93,17.11,4.016431924882629,550.6298493666667,0.031073506130624567,0.11279953243717125,C0229,0,0.4694835680751174,0,50.24
DL00243,O00544,D099,V079,H04,2024-06-14 20:33:00,2024-06-15 20:11:53.741981,OnTime,14.39,1,0,4.52,10.27,0.7136900625434329,1418.8956996833333,0.007238023205153162,0.4401168451801363,C0212,0,0.06949270326615706,0,96.17
DL00244,O00610,D024,V077,H03,2024-07-21 19:36:00,2024-07-22 17:48:27.423191,OnTime,6.55,0,0,4.87,10.1,1.5419847328244274,1332.4570531833333,0.007579981640586758,0.4821782178217822,C0635,0,0.0,0,99.19
DL00245,O01206,D047,V061,H01,2024-11-16 00:30:00,2024-11-16 03:42:19.846988,OnTime,16.57,1,0,4.28,17.58,1.0609535304767652,192.33078313333334,0.09140502478905138,0.24345847554038685,C0236,0,0.060350030175015085,0,94.78
DL00246,O00603,D016,V061,H05,2024-02-25 01:31:00,2024-02-25 21:51:52.790634,OnTime,20.51,0,0,4.05,12.98,0.6328620185275475,1220.8798439,0.01063167687209616,0.31201848998459164,C0351,1,0.0,0,94.06
DL00247,O00881,D056,V100,H08,2024-12-31 12:39:00,2024-12-31 18:10:16.768203,OnTime,11.09,0,0,,5.77,0.5202885482416592,331.27947005,0.017417318372095723,,C0545,0,0.0,0,87.5
DL00248,O00799,D099,V047,H02,2025-08-22 18:02:00,2025-08-23 17:33:16.669312,OnTime,7.06,1,0,5.0,13.65,1.9334277620396603,1411.2778218666667,0.009672085671937678,0.3663003663003663,C0289,0,0.141643059490085,0,98.32
DL00249,O00770,D139,V107,H06,2024-07-20 09:45:00,2024-07-20 17:43:30.442864,Delayed,15.28,0,1,3.02,15.91,1.0412303664921467,478.50738106666665,0.03324922588348409,0.18981772470144564,C0096,0,0.0,1,62.62
DL00250,O00977,D092,V067,H03,2024-08-27 17:43:00,2024-08-27 19:38:27.825277,OnTime,6.39,0,0,4.03,7.45,1.1658841940532083,115.46375461666666,0.06452241246383847,0.5409395973154363,C0235,1,0.0,0,93.94
DL00251,O00122,D005,V030,H06,2024-02-10 16:00:00,2024-02-11 06:46:03.568269,Failed,14.27,0,0,3.89,16.33,1.1443587946741414,886.05947115,0.01842991416682855,0.23821187997550525,C0597,1,0.0,0,68.06
DL00252,O00713,D109,V001,H05,2024-07-10 01:06:00,2024-07-10 05:10:04.532246,OnTime,11.34,0,0,4.06,10.82,0.9541446208112875,244.07553743333332,0.044330538462730495,0.3752310536044362,C0316,0,0.0,0,94.12
DL00253,O00325,D126,V033,H08,2024-09-30 05:43:00,2024-09-30 07:09:22.633894,OnTime,5.12,1,0,4.24,9.16,1.7890625,86.37723156666667,0.10604646425754263,0.462882096069869,C0259,0,0.1953125,0,92.93
DL00254,O00933,D053,V084,H05,2024-12-29 13:26:00,2024-12-29 18:18:06.932349,OnTime,11.34,1,0,4.09,12.33,1.0873015873015872,292.11553915,0.042209325925891945,0.3317112733171127,C0534,0,0.08818342151675485,0,93.27
DL00255,O00908,D154,V032,H06,2025-07-02 02:14:00,2025-07-02 12:52:13.920416,Delayed,28.05,3,0,3.35,18.76,0.6688057040998218,638.2320069333333,0.02939369977720278,0.17857142857142855,C0167,0,0.10695187165775401,0,63.42
DL00256,O00389,D105,V088,H01,2025-01-22 12:35:00,2025-01-22 19:44:37.435823,Delayed,8.17,1,0,3.16,14.91,1.824969400244798,429.62393038333335,0.03470477072051481,0.2119382964453387,C0361,0,0.12239902080783353,0,62.05
DL00257,O00103,D034,V038,H02,2024-01-26 14:25:00,2024-01-27 12:53:16.844122,Delayed,15.88,1,0,3.54,14.05,0.8847607052896725,1348.2807353666667,0.01042067844734063,0.25195729537366546,C0456,0,0.06297229219143577,0,65.13
DL00258,O01230,D003,V093,H02,2024-05-26 21:11:00,2024-05-27 03:52:09.653128,Delayed,15.09,2,0,3.74,8.22,0.5447316103379722,401.1608854666667,0.02049053209770876,0.45498783454987834,C0564,0,0.13253810470510272,0,65.55
DL00259,O00266,D120,V096,H06,2024-10-04 19:45:00,2024-10-05 01:21:38.291899,Delayed,16.86,1,0,1.0,19.95,1.1832740213523132,336.63819831666666,0.05926243694197045,0.050125313283208024,C0345,0,0.05931198102016608,0,49.3
DL00260,O00152,D001,V114,H04,2024-09-03 19:25:00,2024-09-04 16:41:43.922337,OnTime,21.6,0,0,3.32,17.16,0.7944444444444444,1276.73203895,0.013440565033609238,0.19347319347319347,C0239,0,0.0,0,89.5
DL00261,O00445,D051,V079,H02,2025-04-19 01:20:00,2025-04-19 11:53:50.948058,Failed,10.73,1,1,3.18,9.58,0.8928238583410997,633.8491343,0.015114006601239276,0.33194154488517746,C0054,1,0.09319664492078285,1,62.52
DL00262,O00762,D134,V038,H08,2025-04-09 22:31:00,2025-04-09 23:27:49.931018,OnTime,5.51,0,0,4.14,10.11,1.8348457350272231,56.83218363333334,0.17789216168829838,0.4094955489614243,C0118,0,0.0,0,94.62
DL00263,O01006,D048,V098,H01,2025-12-29 14:58:00,2025-12-30 04:56:17.180320,Delayed,15.66,1,0,2.55,9.31,0.5945083014048531,838.2863386666667,0.011105990364590682,0.2738990332975295,C0112,0,0.06385696040868455,0,58.93
DL00264,O00802,D073,V067,H08,2024-02-14 07:30:00,2024-02-15 08:17:05.653632,OnTime,11.61,0,0,4.33,11.38,0.9801894918173989,1487.0942272,0.007652507683677196,0.3804920913884007,C0187,1,0.0,0,95.81
DL00265,O00253,D119,V054,H03,2024-06-28 11:02:00,2024-06-28 13:40:12.117454,OnTime,14.43,0,0,4.54,15.01,1.0401940401940402,158.20195756666666,0.09487872483293863,0.30246502331778813,C0543,0,0.0,0,97.12
DL00266,O01041,D154,V058,H06,2024-07-03 16:53:00,,OnTime,9.09,0,0,4.73,15.87,1.7458745874587458,,,0.29804662885948335,C0551,0,0.0,0,98.31
DL00267,O00665,D090,V015,H08,2024-02-17 14:27:00,2024-02-17 16:12:15.501233,OnTime,7.98,1,0,4.96,8.83,1.106516290726817,105.25835388333333,0.0838888285274443,0.5617214043035107,C0522,0,0.12531328320802004,0,98.26
DL00268,O00030,D008,V056,H02,2025-10-05 03:47:00,,OnTime,8.7,1,0,3.88,15.46,1.7770114942528739,,,0.2509702457956015,C0406,0,0.1149425287356322,0,91.64
DL00269,O00131,D085,V052,H06,2024-06-29 23:38:00,2024-07-01 10:09:10.323380,Delayed,16.05,1,0,1.96,13.91,0.8666666666666666,2071.1720563333333,0.006716004089310354,0.1409058231488138,C0478,0,0.06230529595015576,0,55.26
DL00270,O00764,D104,V023,H08,2024-07-14 11:50:00,2024-07-15 02:05:57.442199,Failed,5.37,1,0,4.29,12.93,2.4078212290502794,855.9573699833334,0.015105892481832086,0.3317865429234339,C0452,1,0.186219739292365,0,68.35
DL00271,O00193,D036,V017,H06,2024-01-22 16:51:00,2024-01-23 01:31:56.632521,Delayed,9.24,2,0,4.25,2.78,0.30086580086580084,520.94387535,0.005336467384576191,1.5287769784172662,C0114,0,0.21645021645021645,0,67.74
DL00272,O00494,D132,V028,H05,2025-09-02 15:53:00,2025-09-02 15:52:14.905393,OnTime,21.67,1,0,4.27,20.58,0.9497000461467465,-0.7515767833333333,,0.20748299319727892,C0304,0,0.046146746654360866,0,94.89
DL00273,O00492,D071,V049,H01,2025-10-16 03:34:00,2025-10-16 06:45:29.870072,OnTime,9.75,0,0,2.95,14.1,1.4461538461538461,191.49783453333333,0.0736300754228407,0.2092198581560284,C0243,1,0.0,0,87.19
DL00274,O01198,D080,V080,H02,2025-01-13 05:25:00,2025-01-13 06:53:29.209324,OnTime,9.06,0,0,4.14,6.22,0.6865342163355408,88.48682206666666,0.07029295272140978,0.6655948553054662,C0013,0,0.0,0,94.62
DL00275,O00697,D002,V012,H07,2025-02-09 18:46:00,2025-02-09 23:36:15.049502,OnTime,1.96,0,0,4.25,8.32,4.244897959183674,290.25082503333334,0.028664862534135794,0.5108173076923077,C0454,0,0.0,0,95.31
DL00276,O00531,D119,V014,H02,2025-04-26 10:59:00,2025-04-27 08:38:51.218057,OnTime,30.31,2,0,4.17,18.74,0.6182777961068954,1299.8536342833333,0.014417007812062,0.2225186766275347,C0013,0,0.06598482349059717,0,94.03
DL00277,O00942,D104,V117,H04,2025-01-09 09:51:00,2025-01-09 19:32:27.546472,OnTime,7.7,2,0,4.03,12.17,1.5805194805194804,581.4591078666666,0.020930104688962378,0.3311421528348398,C0291,0,0.2597402597402597,0,90.85
DL00278,O00203,D135,V070,H07,2024-07-05 21:38:00,2024-07-06 14:21:54.442674,Failed,3.93,2,0,3.49,3.82,0.9720101781170483,1003.9073779,0.0038051319116617875,0.9136125654450262,C0336,1,0.5089058524173028,0,59.52
DL00279,O00201,D032,V111,H01,2025-05-13 17:15:00,2025-05-13 20:41:51.542934,OnTime,11.65,2,0,4.15,8.01,0.6875536480686695,206.8590489,0.03872201889448018,0.5181023720349563,C0486,0,0.17167381974248927,0,92.65
DL00280,O00535,D037,V010,H03,2024-12-18 08:55:00,,OnTime,13.44,1,0,4.63,15.09,1.1227678571428572,,,0.30682571239231277,C0093,1,0.0744047619047619,0,96.8
DL00281,O00801,D123,V046,H02,2024-03-29 16:47:00,2024-03-29 19:57:12.212231,OnTime,24.03,1,0,4.79,22.2,0.9238451935081148,190.20353718333334,0.1167170722939914,0.21576576576576578,C0138,0,0.04161464835622139,0,98.19
DL00282,O01232,D045,V114,H03,2024-01-18 22:52:00,2024-01-19 02:56:30.044466,OnTime,14.86,1,0,3.5,16.26,1.09421265141319,244.5007411,0.0665028659089001,0.2152521525215252,C0189,0,0.06729475100942127,0,89.83
DL00283,O01212,D142,V068,H08,2024-08-01 12:31:00,,OnTime,18.32,2,0,3.76,18.79,1.025655021834061,,,0.20010643959552954,C0262,0,0.1091703056768559,0,90.95
DL00284,O00999,D089,V075,H03,2024-06-30 12:34:00,2024-07-01 08:34:00.640399,OnTime,2.53,0,0,3.73,4.03,1.5928853754940713,1200.0106733166667,0.003358303463136396,0.9255583126550868,C0613,1,0.0,0,92.06
DL00285,O00442,D001,V097,H07,2025-06-22 14:54:00,2025-06-22 17:41:05.902000,OnTime,9.22,0,0,4.95,8.62,0.9349240780911061,167.09836666666666,0.051586380956047645,0.5742459396751741,C0080,0,0.0,0,99.69
DL00286,O00059,D038,V047,H05,2025-11-20 19:24:00,,Delayed,13.74,0,1,3.32,7.06,0.5138282387190684,,,0.4702549575070822,C0640,1,0.0,1,64.5
DL00287,O00352,D138,V099,H01,2024-05-19 17:01:00,2024-05-19 21:25:24.547937,OnTime,36.08,2,0,4.24,24.5,0.6790465631929047,264.40913228333335,0.0926594319508847,0.17306122448979594,C0097,0,0.05543237250554324,0,94.59
DL00288,O00636,D004,V064,H03,2024-06-20 10:05:00,2024-06-20 21:12:47.425266,Delayed,14.61,0,0,1.0,15.39,1.053388090349076,667.7904211,0.02304615267563921,0.0649772579597141,C0208,0,0.0,0,50.0
DL00289,O00233,D027,V095,H01,2024-12-24 20:17:00,2024-12-24 18:09:00.000000,OnTime,13.45,3,0,4.34,9.29,0.6907063197026022,-128.0,,0.4671689989235738,C0252,0,0.2230483271375465,0,93.23
DL00290,O00524,D035,V083,H03,2025-06-20 16:54:00,2025-06-20 19:14:45.474692,OnTime,30.93,0,0,5.0,19.1,0.6175234400258649,140.75791153333333,0.13569397124421578,0.2617801047120419,C0052,0,0.0,0,100.0
DL00291,O00485,D100,V068,H04,2024-11-27 02:51:00,2024-11-27 04:40:02.445388,OnTime,17.86,1,0,3.97,19.28,1.0795072788353863,109.04075646666666,0.17681462074131724,0.2059128630705394,C0168,0,0.055991041433370664,0,92.9
DL00292,O00811,D149,V103,H01,2024-05-09 08:13:00,2024-05-09 11:59:25.379839,OnTime,15.21,1,0,4.41,18.9,1.242603550295858,226.42299731666665,0.08347208642224258,0.23333333333333336,C0267,0,0.06574621959237344,0,95.53
DL00293,O00888,D098,V104,H07,2024-06-13 07:40:00,2024-06-13 10:45:19.325161,OnTime,16.53,1,0,3.97,12.62,0.76346037507562,185.32208601666667,0.0680976578197217,0.31458003169572113,C0254,0,0.060496067755595885,0,92.84
DL00294,O00443,D093,V100,H08,2025-10-20 02:48:00,2025-10-20 11:47:02.861673,OnTime,12.21,0,0,4.39,15.82,1.2956592956592956,539.04769455,0.0293480524264307,0.2774968394437421,C0378,0,0.0,0,96.19
DL00295,O01101,D131,V087,H07,2024-01-14 09:50:00,2024-01-14 14:16:20.091051,OnTime,20.39,2,0,5.0,18.38,0.9014222658165767,266.33485085,0.06901087086928638,0.2720348204570185,C0023,0,0.0980872976949485,0,98.84
DL00296,O01064,D062,V044,H03,2025-12-22 19:59:00,2025-12-23 10:18:27.445268,Delayed,16.44,2,0,4.7,11.33,0.6891727493917275,859.4574211333334,0.013182735667183566,0.4148278905560459,C0095,0,0.121654501216545,0,71.68
DL00297,O01109,D107,V018,H01,2025-12-08 15:52:00,,OnTime,33.69,1,0,3.55,22.27,0.6610270109824874,,,0.15940727436012572,C0598,0,0.029682398337785694,0,90.59
DL00298,O01051,D111,V109,H05,2025-06-06 07:00:00,2025-06-06 23:06:57.382276,Delayed,11.95,0,0,3.03,8.36,0.699581589958159,966.9563712666667,0.0086456847986314,0.3624401913875598,C0288,1,0.0,0,62.69
DL00299,O01061,D121,V088,H07,2024-04-29 22:39:00,2024-04-29 23:45:53.493983,OnTime,15.83,3,0,4.49,12.5,0.7896399241945673,66.89156638333333,0.18686959621137672,0.3592,C0535,0,0.18951358180669614,0,94.56
DL00300,O00222,D039,V056,H05,2024-09-25 13:54:00,2024-09-25 13:33:56.991734,OnTime,10.01,1,0,3.41,14.32,1.4305694305694305,-20.050137766666666,,0.23812849162011174,C0266,0,0.0999000999000999,0,88.88
DL00301,O01152,D165,V009,H04,2025-03-13 00:37:00,2025-03-13 23:37:06.560164,OnTime,9.27,0,0,5.0,9.21,0.9935275080906151,1380.1093360666666,0.006673384317686486,0.5428881650380021,C0247,1,0.0,0,100.0
DL00302,O01208,D117,V008,H06,2024-04-18 21:38:00,2024-04-19 09:44:14.799027,OnTime,14.89,0,0,3.6,10.25,0.6883814640698455,726.24665045,0.014113662339989936,0.351219512195122,C0098,0,0.0,0,91.25
DL00303,O00813,D143,V005,H06,2025-10-14 00:12:00,2025-10-14 05:00:10.581519,OnTime,10.29,1,0,5.0,18.54,1.8017492711370262,288.17635865,0.06433560367981976,0.2696871628910464,C0642,0,0.09718172983479106,0,98.85
DL00304,O00433,D036,V024,H08,2024-10-29 16:23:00,2024-10-30 06:42:08.707870,Failed,11.81,0,1,2.83,10.31,0.8729889923793396,859.1451311666667,0.012000300794348504,0.27449078564500484,C0633,1,0.0,1,61.44
DL00305,O00584,D028,V045,H06,2024-07-06 01:06:00,2024-07-06 04:24:49.446131,OnTime,27.25,0,0,3.81,15.04,0.5519266055045872,198.82410218333334,0.0756447524965147,0.2533244680851064,C0377,0,0.0,0,92.56
DL00306,O01168,D136,V099,H07,2024-12-15 22:14:00,2024-12-16 09:57:18.304523,Delayed,34.53,4,1,2.96,19.47,0.5638575152041703,703.3050753833334,0.027683576703023165,0.15202876219825373,C0575,0,0.11584129742253113,1,60.87
DL00307,O00699,D089,V021,H03,2024-09-22 15:57:00,2024-09-23 01:06:05.325869,OnTime,11.84,1,0,3.9,12.44,1.0506756756756757,549.0887644833333,0.022655717626466922,0.31350482315112543,C0310,0,0.08445945945945946,0,92.12
DL00308,O00495,D146,V046,H01,2024-01-16 01:13:00,2024-01-16 07:46:08.760014,OnTime,8.6,0,0,3.55,10.89,1.266279069767442,393.1460002333333,0.027699633198701636,0.3259871441689623,C0590,1,0.0,0,90.94
DL00309,O00783,D164,V089,H02,2024-06-28 23:56:00,2024-06-29 03:09:24.133659,OnTime,10.02,0,0,3.2,6.99,0.6976047904191617,193.40222765,0.036142293110758804,0.45779685264663805,C0507,0,0.0,0,88.75
DL00310,O00285,D149,V077,H08,2025-01-05 13:48:00,2025-01-05 21:27:35.577931,OnTime,9.55,2,0,4.67,12.27,1.2848167539267015,459.59296551666665,0.026697536560870275,0.3806030969845151,C0180,0,0.20942408376963348,0,95.45
DL00311,O00797,D086,V077,H05,2025-03-23 04:36:00,2025-03-23 08:18:19.597633,OnTime,8.21,2,0,5.0,10.01,1.2192448233861144,222.32662721666668,0.04502384678486951,0.4995004995004995,C0231,0,0.24360535931790497,0,97.11
DL00312,O00204,D142,V043,H03,2025-10-22 23:06:00,2025-10-23 17:41:31.231144,Failed,31.38,0,0,4.79,14.35,0.4572976418100701,1115.5205190666666,0.012863949837521907,0.3337979094076655,C0355,1,0.0,0,73.69
DL00313,O00601,D136,V005,H08,2025-05-23 04:56:00,2025-05-23 11:22:17.637305,OnTime,17.43,2,0,3.9,12.77,0.7326448651749856,386.29395508333334,0.03305772671810303,0.3054032889584965,C0335,0,0.11474469305794607,0,91.76
DL00314,O00499,D078,V092,H08,2024-06-11 07:00:00,2024-06-11 09:11:43.991103,OnTime,5.63,2,0,4.16,6.47,1.1492007104795736,131.73318505,0.049114427754436196,0.642967542503864,C0198,1,0.3552397868561279,0,90.53
DL00315,O01107,D082,V041,H04,2024-01-25 08:28:00,2024-01-26 02:41:51.339470,Delayed,37.41,2,0,4.22,17.73,0.47393744987971137,1093.8556578333332,0.016208719928476573,0.23801466441060348,C0182,1,0.05346164127238707,0,69.49
DL00316,O00081,D108,V095,H08,2025-04-17 15:01:00,2025-04-18 07:30:05.752336,Failed,7.85,1,0,4.11,9.08,1.156687898089172,989.0958722666667,0.00918010099384175,0.4526431718061674,C0004,1,0.12738853503184713,0,67.92
DL00317,O00711,D105,V106,H06,2024-12-15 15:16:00,2024-12-15 16:55:42.081483,OnTime,13.76,1,0,4.67,13.99,1.0167151162790697,99.70135805,0.14031905155177574,0.33380986418870623,C0412,1,0.07267441860465117,0,97.07
DL00318,O00281,D054,V041,H03,2024-12-03 07:14:00,2024-12-03 09:03:19.830677,OnTime,26.53,3,0,4.48,16.02,0.6038447041085563,109.33051128333334,0.14652817234599483,0.27965043695380776,C0437,1,0.11307953260459856,0,95.41
DL00319,O00937,D153,V103,H04,2024-04-24 08:08:00,2024-04-25 03:22:25.571685,Failed,1.2,0,0,2.72,10.96,9.133333333333335,1154.42619475,0.009493894066024269,0.24817518248175183,C0549,1,0.0,0,60.75
DL00320,O01030,D059,V006,H08,2025-08-29 10:29:00,2025-08-29 14:24:55.246235,OnTime,5.12,1,0,5.0,10.77,2.103515625,235.92077058333334,0.04565091904951945,0.46425255338904364,C0279,0,0.1953125,0,97.68
DL00321,O00438,D119,V052,H03,2025-12-29 18:51:00,2025-12-29 22:33:53.325115,OnTime,8.71,3,0,4.26,14.34,1.6463834672789894,222.88875191666668,0.0643370285700259,0.29707112970711297,C0491,0,0.3444316877152698,0,91.28
DL00322,O01025,D023,V030,H04,2024-04-29 16:53:00,2024-04-30 08:03:31.403272,Delayed,11.02,1,0,5.0,13.23,1.2005444646098005,910.5233878666667,0.014530104527021054,0.37792894935752075,C0390,0,0.09074410163339383,0,73.92
DL00323,O00666,D011,V107,H04,2025-08-26 20:36:00,2025-08-27 21:37:46.153565,OnTime,24.58,3,0,4.21,18.25,0.7424735557363711,1501.7692260833333,0.012152333183439003,0.23068493150684932,C0001,0,0.12205044751830757,0,93.61
DL00324,O00455,D042,V059,H07,2024-08-14 04:59:00,2024-08-14 10:11:51.273104,Failed,21.07,1,0,3.21,12.52,0.5942097769340294,312.8545517333333,0.04001859627943539,0.2563897763578275,C0178,1,0.04746084480303749,0,63.25
DL00325,O00582,D108,V001,H08,2024-11-06 12:05:00,2024-11-06 11:51:52.065126,OnTime,14.87,0,0,5.0,14.0,0.941492938802959,-13.1322479,,0.35714285714285715,C0275,0,0.0,0,100.0
DL00326,O00500,D137,V103,H07,2024-07-30 17:04:00,2024-07-31 05:16:59.302762,OnTime,17.24,0,0,4.02,17.18,0.9965197215777263,732.9883793666667,0.023438297909776216,0.23399301513387658,C0131,0,0.0,0,93.88
DL00327,O00418,D102,V023,H04,2025-11-07 07:55:00,2025-11-07 19:57:47.382670,OnTime,9.17,0,0,4.78,9.88,1.0774263904034898,722.7897111666666,0.013669259325859152,0.48380566801619435,C0467,1,0.0,0,98.62
DL00328,O00060,D009,V072,H02,2024-05-10 18:12:00,2024-05-10 23:00:20.975877,OnTime,4.02,1,0,3.26,8.95,2.22636815920398,288.34959795,0.031038711562732735,0.3642458100558659,C0258,0,0.24875621890547267,0,86.17
DL00329,O00805,D100,V047,H08,2025-10-01 20:47:00,2025-10-01 23:37:09.410468,OnTime,1.62,0,0,4.03,11.74,7.246913580246913,170.15684113333333,0.06899516893828937,0.3432708688245315,C0426,0,0.0,0,93.94
DL00330,O00246,D049,V026,H04,2024-12-14 03:40:00,2024-12-14 21:45:40.052829,Failed,15.83,1,0,2.59,16.95,1.0707517372078332,1085.66754715,0.015612514203354116,0.1528023598820059,C0023,0,0.06317119393556538,0,59.19
DL00331,O01059,D005,V036,H07,2025-11-23 22:50:00,2025-11-24 01:57:10.991964,OnTime,12.94,2,0,3.72,15.48,1.1962905718701702,187.1831994,0.08269972972798754,0.24031007751937986,C0107,0,0.1545595054095827,0,90.16
DL00332,O00949,D121,V088,H06,2025-04-15 19:23:00,2025-04-16 22:34:29.222918,Delayed,5.96,1,0,3.42,9.99,1.6761744966442953,1631.4870486333334,0.006123248117947635,0.34234234234234234,C0023,0,0.16778523489932887,0,63.13
DL00333,O00930,D119,V063,H06,2025-08-20 08:58:00,2025-08-20 16:13:50.998376,Delayed,21.85,0,0,1.76,16.51,0.7556064073226545,435.84997293333333,0.03788000694111626,0.10660205935796487,C0370,0,0.0,0,54.75
DL00334,O00925,D018,V093,H03,2024-11-15 22:49:00,2024-11-16 17:18:41.963453,Failed,17.65,0,1,3.01,12.27,0.6951841359773372,1109.6993908833333,0.011057048513140969,0.24531377343113284,C0530,1,0.0,1,62.56
DL00335,O00347,D082,V069,H05,2025-09-01 08:39:00,2025-09-01 19:54:32.954454,OnTime,12.56,0,0,4.4,15.64,1.2452229299363058,675.5492409,0.023151532194993843,0.2813299232736573,C0004,1,0.0,0,96.25
DL00336,O00891,D076,V071,H03,2025-02-21 18:25:00,,OnTime,6.82,1,0,3.73,6.0,0.8797653958944281,,,0.6216666666666667,C0449,0,0.14662756598240467,0,90.32
DL00337,O00659,D116,V100,H06,2024-11-14 19:53:00,2024-11-15 05:59:09.777871,OnTime,23.37,1,0,4.48,14.95,0.639709028669234,606.1629645166666,0.02466333457360037,0.2996655518394649,C0002,0,0.042789901583226354,0,96.24
DL00338,O00331,D085,V053,H05,2024-02-23 09:42:00,2024-02-23 14:36:51.779770,OnTime,12.27,2,0,4.32,14.93,1.2167889160554197,294.8629961666667,0.050633684775966435,0.289350301406564,C0399,0,0.16299918500407498,0,93.81
DL00339,O00593,D073,V111,H04,2025-06-22 11:57:00,2025-06-22 16:52:49.829827,Delayed,4.33,0,0,1.57,12.76,2.946882217090069,295.83049711666666,0.043132807889538986,0.12304075235109718,C0406,0,0.0,0,53.56
